File Name,Emotion,MFCC Mean,MFCC Standard deviation,Croma Mean,Chroma Standard deviation,MEL Mean,MEL Standard deviation
03-01-01-01-01-01-01.wav,neutral,113.9950180053711,-17.98357391357422,0.2724829614162445,0.6757596135139465,0.04085337370634079,0.003970008343458176
03-01-01-01-01-02-01.wav,neutral,112.26087188720703,-17.682294845581055,0.2185676544904709,0.7257223129272461,0.04704912379384041,0.004593962803483009
03-01-01-01-02-01-01.wav,neutral,111.57467651367188,-17.60067367553711,0.20859397947788239,0.7282534241676331,0.06388058513402939,0.006345822475850582
03-01-01-01-02-02-01.wav,neutral,110.6982421875,-17.382686614990234,0.1937839537858963,0.7472105622291565,0.061944711953401566,0.0058320933021605015
03-01-02-01-01-01-01.wav,calm,115.86026763916016,-18.12563705444336,0.22783972322940826,0.6997113227844238,0.023790515959262848,0.002190415281802416
03-01-02-01-01-02-01.wav,calm,113.5503921508789,-18.111364364624023,0.24980148673057556,0.6863043904304504,0.030446534976363182,0.002402563812211156
03-01-02-01-02-01-01.wav,calm,113.63348388671875,-17.93283462524414,0.22213183343410492,0.7115453481674194,0.03437104821205139,0.004294706974178553
03-01-02-01-02-02-01.wav,calm,113.10771942138672,-17.57825469970703,0.22914418578147888,0.7110306620597839,0.04340140521526337,0.005058204289525747
03-01-02-02-01-01-01.wav,calm,117.55084991455078,-18.15427589416504,0.27432847023010254,0.6765403747558594,0.014518545009195805,0.0014793553855270147
03-01-02-02-01-02-01.wav,calm,110.77550506591797,-17.97045135498047,0.22971303761005402,0.7011197209358215,0.02345375530421734,0.0017389553831890225
03-01-02-02-02-01-01.wav,calm,113.30897521972656,-17.81989097595215,0.2380676120519638,0.68341064453125,0.016800928860902786,0.00217038462869823
03-01-02-02-02-02-01.wav,calm,109.99655151367188,-17.763477325439453,0.2523139715194702,0.6705316305160522,0.02636236883699894,0.0027720637153834105
03-01-03-01-01-01-01.wav,happy,104.77043151855469,-16.99991798400879,0.2079511284828186,0.7359474301338196,0.1157321110367775,0.012936078943312168
03-01-03-01-01-02-01.wav,happy,101.49986267089844,-15.903762817382812,0.2049572765827179,0.7305435538291931,0.16245675086975098,0.01715105026960373
03-01-03-01-02-01-01.wav,happy,106.18681335449219,-17.11311912536621,0.24307957291603088,0.6914759278297424,0.09364189952611923,0.010380499996244907
03-01-03-01-02-02-01.wav,happy,105.5341796875,-17.13753890991211,0.23234547674655914,0.6997115015983582,0.07614990323781967,0.008711655624210835
03-01-03-02-01-01-01.wav,happy,97.70455932617188,-16.05282974243164,0.2626023292541504,0.6676177382469177,0.28206461668014526,0.03013163059949875
03-01-03-02-01-02-01.wav,happy,92.907470703125,-14.79624080657959,0.2542871832847595,0.6437641382217407,0.5829882621765137,0.05090086907148361
03-01-03-02-02-01-01.wav,happy,85.27163696289062,-14.410748481750488,0.24240514636039734,0.6745616793632507,0.8398911356925964,0.07337362319231033
