File Name,Emotion,Chroma Standard Deviation,Croma Mean,MEL Standard Deviation,MEL Mean,Spectral Centroid Feature,MFCC Standard Deviation,MFCC Mean,MFCC 1st Derivative,MFCC 2nd Derivative,Root Mean Square Mean,Spectral Rolloff Mean,Spectral Rolloff Range,Zero Crossing Rate,Speaking Rate,Jitters
03-01-01-01-01-02-01.wav,neutral,0.22062955796718597,0.7219690680503845,0.046177156269550323,0.00418488122522831,2516.3405119083804,197.11964416503906,-49.00617980957031,0.0046881334856152534,-0.005599229596555233,0.0024157229345291853,342.437744140625,7084.423828125,342.437744140625,0.2567901697074139,0.710075480371055
03-01-01-01-02-01-01.wav,neutral,0.2178417593240738,0.716078519821167,0.062311943620443344,0.00579125015065074,2412.974080108264,197.0463104248047,-48.97503662109375,-0.016918618232011795,0.015992144122719765,0.002803670009598136,292.2254197140957,3251.513671875,292.2254197140957,0.2853893497457854,0.6613702715946567
03-01-01-01-02-02-01.wav,neutral,0.20297855138778687,0.7346175312995911,0.06024584919214249,0.005318231415003538,2410.3112263550656,194.91213989257812,-48.1982307434082,0.0018013381632044911,-0.012556706555187702,0.0026076145004481077,304.4512003877737,6642.9931640625,304.4512003877737,0.2761653127218235,1.0104341762952949
03-01-02-01-01-01-01.wav,calm,0.23609809577465057,0.6934047341346741,0.02304123342037201,0.0019852828700095415,2440.265125739194,206.02149963378906,-50.99388122558594,-0.06645128130912781,-0.005807236768305302,0.0016490594716742635,328.06468290441177,7159.7900390625,328.06468290441177,0.22440757037586812,1.2295170287079022
03-01-02-01-01-02-01.wav,calm,0.2682722806930542,0.6657835841178894,0.029787356033921242,0.0021741793025285006,2266.4728913993945,200.07485961914062,-49.331748962402344,0.007619312033057213,0.012181072495877743,0.0017488927114754915,388.08077298677887,7159.7900390625,388.08077298677887,0.251283474399889,0.9985669265030066
03-01-02-01-02-01-01.wav,calm,0.23206204175949097,0.7019714713096619,0.032102737575769424,0.003908539190888405,2478.4327448376835,199.97222900390625,-48.4014778137207,-0.0007717037224210799,0.0007015324081294239,0.0026086075231432915,438.43598018418874,5975.4638671875,438.43598018418874,0.3253590223887253,0.7095582492137136
03-01-02-01-02-02-01.wav,calm,0.2246231585741043,0.7105650305747986,0.04033062234520912,0.004591937642544508,2336.047996780086,200.3248748779297,-48.20665740966797,0.007676332723349333,-0.007879989221692085,0.002662436105310917,277.99365234375,3445.3125,277.99365234375,0.31395327893950037,0.7811696830776331
03-01-02-02-01-01-01.wav,calm,0.2908884882926941,0.6513414978981018,0.012479922734200954,0.0013399093877524137,2048.5921806885804,209.31578063964844,-50.24924850463867,0.003934281412512064,0.04633009433746338,0.0014982245629653335,241.64291381835938,796.728515625,241.64291381835938,0.2602180296331297,1.1168322655692975
03-01-02-02-01-02-01.wav,calm,0.2445625513792038,0.6887977123260498,0.02154766395688057,0.001582237659022212,2320.4118910596453,198.55581665039062,-49.08186721801758,5.088524712704157e-09,2.1202186673008327e-09,0.0016058298060670495,346.52276011560696,2777.783203125,346.52276011560696,0.24745953202316467,0.530971756040177
03-01-02-02-02-01-01.wav,calm,0.2421458661556244,0.6802548170089722,0.014784170314669609,0.001966433832421899,2344.5758182595196,203.59921264648438,-48.64103317260742,-0.040602076798677444,0.03455926105380058,0.0020846258848905563,432.4387770432692,3736.0107421875,432.4387770432692,0.3228376891743228,1.0902636976043711
